#{"t_start": 1626876523.6906207, "env_id": "CartPole-v1"}
r,l,t
1.0,1,2.433716
1.0,1,2.436558
1.0,1,2.439242
1.0,1,2.441844
1.0,1,2.44447
1.0,1,2.447066
1.0,1,2.44967
1.0,1,2.452272
1.0,1,2.454883
1.0,1,2.457496
1.0,1,2.459882
1.0,1,2.462366
1.0,1,2.46477
1.0,1,2.468021
1.0,1,2.470429
1.0,1,2.47283
1.0,1,2.475214
1.0,1,2.47765
1.0,1,2.480024
1.0,1,2.482419
1.0,1,2.484841
1.0,1,2.48722
1.0,1,2.489618
1.0,1,2.492042
1.0,1,2.494395
1.0,1,2.496782
1.0,1,2.499153
1.0,1,2.501568
1.0,1,2.503958
1.0,1,2.50636
1.0,1,2.508833
1.0,1,2.511206
1.0,1,2.513604
1.0,1,2.516001
1.0,1,2.518398
1.0,1,2.520805
1.0,1,2.523188
1.0,1,2.525617
1.0,1,2.527986
1.0,1,2.53037
1.0,1,2.532753
1.0,1,2.535128
1.0,1,2.537528
1.0,1,2.539891
1.0,1,2.542284
1.0,1,2.544681
1.0,1,2.54704
1.0,1,2.549438
1.0,1,2.551814
1.0,1,2.554211
1.0,1,2.556612
1.0,1,2.558968
1.0,1,2.561359
1.0,1,2.563763
1.0,1,2.566268
1.0,1,2.568834
1.0,1,2.571195
1.0,1,2.573584
1.0,1,2.575948
1.0,1,2.57833
1.0,1,2.58073
1.0,1,2.583068
1.0,1,2.58544
1.0,1,2.587805
1.0,1,2.590205
1.0,1,2.592611
1.0,1,2.594959
1.0,1,2.597335
1.0,1,2.599699
1.0,1,2.602084
1.0,1,2.604487
1.0,1,2.606936
1.0,1,2.609306
1.0,1,2.611669
1.0,1,2.614665
1.0,1,2.617258
1.0,1,2.619648
1.0,1,2.622042
1.0,1,2.624431
1.0,1,2.626804
1.0,1,2.629176
1.0,1,2.631532
1.0,1,2.633913
1.0,1,2.636281
1.0,1,2.638658
1.0,1,2.641033
1.0,1,2.643482
1.0,1,2.645869
1.0,1,2.648231
1.0,1,2.650742
1.0,1,2.653128
1.0,1,2.655481
1.0,1,2.657828
1.0,1,2.660215
1.0,1,2.662615
1.0,1,2.665505
1.0,1,2.668009
1.0,1,2.670498
1.0,1,2.674047
1.0,1,2.676605
1.0,1,2.679112
1.0,1,2.681582
1.0,1,2.683987
1.0,1,2.686412
1.0,1,2.688819
1.0,1,2.691213
1.0,1,2.693695
1.0,1,2.696078
1.0,1,2.69849
1.0,1,2.700894
1.0,1,2.703292
1.0,1,2.705688
1.0,1,2.708064
1.0,1,2.710466
1.0,1,2.712853
1.0,1,2.715262
1.0,1,2.717671
1.0,1,2.720079
1.0,1,2.72249
1.0,1,2.724915
1.0,1,2.727312
1.0,1,2.729717
1.0,1,2.732107
1.0,1,2.734506
1.0,1,2.736916
1.0,1,2.739302
1.0,1,2.741706
1.0,1,2.744077
1.0,1,2.746478
1.0,1,2.748888
1.0,1,2.751266
1.0,1,2.753671
1.0,1,2.756053
1.0,1,2.758448
1.0,1,2.760859
1.0,1,2.763252
1.0,1,2.765678
1.0,1,2.768237
1.0,1,2.770666
1.0,1,2.773071
1.0,1,2.775544
1.0,1,2.777953
